llm_type,query_type,query,spec_type,generated_params,ground_truth,precision,recall,hallucination_count,eval_times
mistral,ambiguous,"I need flights from NYC but I can't understand English, I speak Spanish.",full,"{""query"":""NYC"",""locale"":""es-MX""}","{'query': 'NYC', 'locale': 'es-MX'}",1.0,,0,0.7289557456970215
mistral,vague,Help me find flights from NYC in a language I understand.,full,"{""query"":""NYC""}","{'query': 'NYC', 'locale': 'es-MX'}",0.5,,0,14.265885353088379
mistral,explicit,"Find a hotel in New York City (NYC) for two adults, checking in today and checking out next Friday. Display prices in USD.",full,"{""geoId"":""g60763"",""checkIn"":""2023-10-05"",""checkOut"":""2023-10-13"",""adults"":""2"",""currencyCode"":""USD""}","{'geoId': 'NYC', 'checkIn': '2024-12-16', 'checkOut': '2024-12-20', 'adults': '2', 'currencyCode': 'USD'}",1.0,,0,1.366553783416748
mistral,ambiguous,I need a hotel for my husband and I in NYC. We'll be staying from today until next Friday.,full,"{'geoId': '60763', 'checkIn': '2023-10-05', 'checkOut': '2023-10-13', 'adults': 2, 'rooms': 1}","{'geoId': 'NYC', 'checkIn': '2024-12-16', 'checkOut': '2024-12-20', 'adults': '2', 'currencyCode': 'USD'}",0.8,,0,1.806617259979248
mistral,vague,We need a hotel in New York for a few days.,full,"{'geoId': '60763', 'checkIn': '2023-10-01', 'checkOut': '2023-10-05', 'adults': 2, 'rooms': 1, 'currencyCode': 'USD'}","{'geoId': 'NYC', 'checkIn': '2024-12-16', 'checkOut': '2024-12-20', 'adults': '2', 'currencyCode': 'USD'}",1.0,,0,1.9912822246551514
mistral,explicit,"Find a hotel in New York City (NYC). We need 2 rooms, each for one adult, who will be checking in on December 16 and checking out on December 20. Display prices in USD.",full,"{""geoId"":""g60763"",""checkIn"":""2023-12-16"",""checkOut"":""2023-12-20"",""rooms"":2,""adults"":2,""currencyCode"":""USD""}","{'geoId': 'NYC', 'checkIn': '2024-12-16', 'checkOut': '2024-12-20', 'adults': '2', 'rooms': '2', 'currencyCode': 'USD'}",1.0,,0,1.613520622253418
mistral,ambiguous,My coworker and I need a separate room for our business trip. We'll be in NYC from the 16th to the 20th.,full,"{""geoId"":""g60763"",""checkIn"":""2023-10-16"",""checkOut"":""2023-10-20"",""rooms"":2}","{'geoId': 'NYC', 'checkIn': '2024-12-16', 'checkOut': '2024-12-20', 'adults': '2', 'rooms': '2', 'currencyCode': 'USD'}",0.6666666666666666,,0,1.1849241256713867
mistral,vague,We're looking for a place to stay in NYC for a work trip.,full,"{'geoId': '60763', 'checkIn': '2023-10-01', 'checkOut': '2023-10-05', 'adults': 1, 'rooms': 1}","{'geoId': 'NYC', 'checkIn': '2024-12-16', 'checkOut': '2024-12-20', 'adults': '2', 'rooms': '2', 'currencyCode': 'USD'}",0.8333333333333334,,0,1.749049425125122
mistral,explicit,Find news articles about climate change specifically in Ireland.,full,"{""query"":""climate change"",""region"":""IE""}","{'query': 'Climate Change', 'language': '', 'region': 'IE'}",0.6666666666666666,,0,0.6258432865142822
mistral,ambiguous,I've heard about climate issues in Ireland. Any recent news?,full,"{""query"":""climate issues Ireland"",""language"":""en"",""region"":""IE""}","{'query': 'Climate Change', 'language': '', 'region': 'IE'}",1.0,,0,0.7202200889587402
mistral,vague,What’s happening to Ireland?,full,"{""query"":""Ireland"",""language"":""en"",""region"":""IE""}","{'query': 'Climate Change', 'language': '', 'region': 'IE'}",1.0,,0,0.6906235218048096
